sentiment,message,tweetid
0,OMG are serious? Give me a f*cking break! He isn't that special &amp; 'What about the env't?' &amp; 'climate change' 🤣😂🤣😂🤣😂🤣 https://t.co/uBlLjDjBac,81757
1,"RT @BarryGardiner: Had a great evening talking with Harrogate CLP about climate change &amp; zero carbon
Then found this great gif explain… ",710058
1,"RT @9GAGTweets: Last Saturday, 200 hackers at UC Berkeley gathered to save federal climate change data before.. https://t.co/4AdrHaPVaH",520265
0,"RT @JeffreyGuterman: #Trump has selected Myron Ebell, a climate change and global warming skeptic, to lead the @EPA transition team.Ã¢â‚¬Â¦",789069
1,RT @madmarch_: Florida is literally about to sink because of rising sea levels due to global warming and they just voted for a man who thinÃ¢â‚¬Â¦,157148
1,Why composting matters: Composting builds soil &amp; mitigates climate change: https://t.co/jB2MjUs4nk @kissthegroundCA https://t.co/BqO1tgHykZ,105592
1,RT @miel: if you are not wanting to 'get political' consider this - trump's actions re: climate change will render this planeÃ¢â‚¬Â¦,624095
0,RT @jdisblack: your shit suffering from global warming https://t.co/J2dda32UFI,152420
1,RT @AlisonRoweAU: Are you climate change risk ready? Join us and find out more https://t.co/GRqnrBYQSM @FBC_Australia @SustainVic @CentrePo…,349611
1,RT @alexa_rapp: when ur enjoying this 60* weather but realize global warming is real https://t.co/h5QX5YPBGx,639552
0,RT @taeyong1st: Taeyong is like the global warming bec he's waaayyy too hot https://t.co/OlsualfbVD,502548
1,RT @Vaishax: Trump called global warming a Chinese hoax. He couldnÃ¢â‚¬â„¢t have been blunter about this. https://t.co/fZMgkKBCrQ,552544
2,#LongIsland #TechNews: How does Trump really feel about climate change?  https://t.co/EhJMuoRHuC,442735
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",987517
2,RT @EIAinvestigator: #Asia: Can snow #leopards survive #climate change? https://t.co/2jK73u1yR8 https://t.co/P0zd9qaws8,448047
1,From @haqqmisra: The time is ripe for isolationist elected officials to take action on climate change. https://t.co/qNyKRXmdFE,945753
2,"RT @NYTScience: A study argues that Exxon “contributed quietly” to climate change science, “and loudly to raising doubts about it.” https:/…",485246
2,RT @FT: Saudi Arabia will stick to climate change pledges https://t.co/Cq2sVO7X1f,367403
0,RT @CivilJustUs: How do they expect us to care about global warming with all this penguin on penguin crime?? https://t.co/HypysWHvVV,923485
1,RT @350Australia: Turnbull is in complete denial about the damage global warming has done to the Reef. Still pushing for new coal pro…,500492
2,"RT @CBDNews: 'At #COP22, UNESCO showcases indigenous knowledge to fight climate change' @malaysiasun https://t.co/zbxx6vJ1HZ https://t.co/PÃ¢â‚¬Â¦",548029
1,RT @Jakee_and_bakee: Happy bc warm weather but sad bc climate change,850677
2,"RT @HuffPostGreen: Americans' global warming fears at highest in nearly a decade, survey finds https://t.co/ZiSH6SyVrp",602545
1,RT @PaulEDawson: 150 years of global warming in a minute-long symphony Ã¢â‚¬â€œ video - #climatechange https://t.co/YbHCZJkNtg,430344
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,196623
-1,@TuckerCarlson @realDonaldTrump wrestling meme is more real than climate change ! #Tucker,748586
0,RT @conradhackett: 51% of conservative Republicans said climate scientists don't understand whether climate change is happening…,760407
2,"RT @latimes: Why global warming could lead to 100,000 more diabetes cases a year in the U.S. https://t.co/LdQ2leq5qt https://t.co/9HYxMMVNTv",965882
1,RT @CookieBo: @coolworld0 @oreillyfactor he's hiding Big Oil deals with Russia. Ans his Russian Friendship Medal. And climate change.,99493
2,Barack Obama warns climate change could create refugee crisis ‘unprecedented in human history… https://t.co/XPE8EH3CFL,573408
1,"RT @JustinTrudeau: At the Vatican today, meeting with Pope Francis to talk about climate change, migration and reconciliation – it was…",993766
2,RT @UN_News_Centre: #COP22: #UNSG Ban urges rapid increase of funding to address climate change. https://t.co/GzkhU6sl4C https://t.co/oqOw7Ã¢â‚¬Â¦,481454
1,"@DelilahSDawson Everyone ignores climate change, spending their time screwing each other over.",864953
1,@realDonaldTrump Keeping our nation safe means taking action on the more pressing threat...climate change,49728
1,RT @Tomleewalker: good afternoon everyone except ppl who contribute to the single largest direct cause of climate change for a Big Mac but…,696397
1,RT @COP22: COP22 kicks off today! Let's keep the momentum going in the fight against climate change and towards a low-carbonÃ¢â‚¬Â¦,324308
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,496766
0,@wryansmith can climate change take us before then,73680
1,MIT researchers create a robot that can 3-D-print a building in hours https://t.co/y7aC56L6Nb A new climate change adaptation strategy!,930253
2,"In race to curb climate change, cities outpace governments https://t.co/WANOgZggpN via @ReutersUK",468218
1,Denying climate change is fighting to ensure every student has been short a parent's plan enables millions of us for their,505291
-1,RT @DrSue19380: @lkk1945 @RealStrategyFan SOS Kerry after he signed. Under the guise of climate change on our tax $. Now he is only SOS oÃ¢â‚¬Â¦,421804
1,RT @SimnHess: Reduced fish catches in West #Africa due to climate change could lead to 50% fall in #employment in the sector by 2…,180393
1,"RT @Patrickesque: decades from now when climate change causes a global famine, we will eat the Republicans first. https://t.co/n1eIVis8Ij",134301
2,"According to UN, 1 in 30 people could be displaced by climate change by mid century.

 https://t.co/fvY5ekbhE0",740427
1,If climate change is so awful and HUMAN made why do we allow people to have 5 plus kids. We should be like China &amp; demand 1 kid per FAMILY!,462921
2,RT @Timatkin: Record-breaking climate change pushes world into ‘uncharted territory’ https://t.co/vEwhXdchpX,288498
-1,Yesterday I wondered who the first loon to blame London on climate change would be. https://t.co/6tLiuIP55Q,485933
1,*tries to explain climate change to my dad* him: 'it's God's doing' ??????? what ?,213638
1,RT @SenKamalaHarris: President Trump just threw away a plan to combat climate change &amp; protect the air we breathe. Three words of advice: r…,319605
-1,"RT @KurtSchlichter: Remember, what liberals call 'climate change' is a huge fraud designed to impoverish and disempower you while enriching…",54883
2,RT @BostonomiX: How Wynn is building its casino along the Mystic River to protect against climate change https://t.co/GM0bJRrffp,993052
1,RT @Rachael_Swindon: Theresa May does deals with terrorists. It will be easy for her to do deals with climate change denying homophobic…,883444
0,#AccordodiParigi Stop sussidi a fonti fossili contro climate change. @LeonaroDicaprio https://t.co/sUnxqootqz,694292
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,210600
1,RT @prajjwalpanday: Great work by Joanne on engaging local voices - stories from Bangladesh of climate change #mustwatch #Dhaka https://t.cÃ¢â‚¬Â¦,97723
1,"RT @taygogo: 100%
The framing of climate change as some upper-middle class white liberal issue is such a dirty lie. Poor ppl of…",242673
1,"All of Trump's nominees are also climate change deniers. The guardian setting the agenda
https://t.co/8vE01lnxT0",138846
1,"RT @ByRosenberg: Even in the most liberal cities in America, 1 in 5 adults are climate change deniers https://t.co/wwkJeXHNoP https://t.co/…",337214
1,"RT @AssaadRazzouk: In the new new world, China lectures the United States about climate change and the importance of cooperation betweÃ¢â‚¬Â¦",298178
2,Environmental records shattered as climate change 'plays out before us' https://t.co/c6kwn8s6Wc,760270
1,"@scalzi Maybe we could live through and recover from many mistakes, but continuing to ignore climate change could end us.",7739
2,"RT @climatehawk1: Farm policy in age of #climate change creating another Dust Bowl, critics say | @InsideClimate…",187699
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦,986005
1,"RT @indyfromspace: Just remember that science gave us the exact date, time, and location of the #eclipse + tells us climate change is real",475165
0,"Note: This is coming fr/ a bank president...
More on Indigenous land rights + climate change fr/ @indigenous_news:Ã¢â‚¬Â¦ https://t.co/3ZrSzpMoTw",63167
0,"RT @PC1170: Media falsely spins Trump's NYT climate comments - Trump cited Climategate, restated skepticism of 'global warming' https://t.c…",425718
2,RT @lavndrblue: Twitter resistance explodes after federal climate change gag order https://t.co/9txiyAUlG3 via @HuffPostPol,384421
0,"RT @tarantallegra: For my next trick, I'll say global warming is not a hoax!",834131
-1,"RT @Martin_Durkin: Wonderful Trump appoints the charming, clever, sane Myron Ebell to take on the global warming charlatans. Hurrah!!! httpÃ¢â‚¬Â¦",912075
2,RT @Fusion: Peru is suffering its worst floods in recent history—and scientists say climate change is to blame: https://t.co/Xr6ETSZxI3,968030
1,RT @WhatTheFFacts: A new study has shown it's 99.999% likely that global warming has been caused by human influence and greenhouse gases.,503663
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,992645
1,RT @washingtonpost: 'Al Gore offers to work with Trump on climate change. Good luck with that.' https://t.co/3w5uUhkM89,141082
2,RT @CBSNews: Energy Secretary Rick Perry says climate change debate is 'secondary' amid Harvey destruction:…,112606
1,RT @Ashesi: Learn about the Ghana Climate Innovation Centre's role in supporting innovative climate change solutions in Ghana:…,570729
-1,RT @TheCartelMatt: https://t.co/F3IZMl6dEM The left is upset that Trump is taking out terrorists. Global warming or climate change or somet…,741192
2,"BBC News - Climate talks: 'Save us' from global warming, US urged https://t.co/gxrHv5ECly",582094
1,RT @FreshwaterSteve: Seven factual reasons that you have a personal interest in climate change https://t.co/xcjQJXH00J,64442
0,RT @JKuylenstierna: Republicans on climate change...@mlaz_sei @rjtklein https://t.co/P9FEkl0FWt,507493
1,"RT @CallForClimate: RETWEET: 
Network news spent just 50 minutes total in 2016 covering climate change. Let's fix this. Give them a cal…",520171
-1,"@realDonaldTrump The Libs/dems are also greedy lunatics! If global warming even exists, it because THEY are so 'hot… https://t.co/j3OiqKojQ4",646284
1,"Before the Flood - National Geographic - Join Leonardo DiCaprio as he explores the topic of climate change.
https://t.co/s4srIqRO2i",643763
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,927613
0,I wonder if Jon's IG post is sarcasm or if he really thinks that is how global warming works... I kinda want to comment and ask 🤔😂,296784
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,171693
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,89825
1,"RT @ddlovato: #IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro-choice and global warming IS real. #Ã¢â‚¬Â¦",851315
1,RT @MGHWMDivision: Physicians are uniquely posed to bridge the gap between science and lay public-especially with climate change.…,54528
0,"RT @CaroleParkes1: ‘TILT’ is a 5 STAR, thought provoking, conspiracy thriller involving climate change. @maxoberonauthor https://t.co/fE1G2…",297000
1,RT @Greenpeace: Whales are doing a better job of fighting climate change than humans are https://t.co/D35RxnCktV https://t.co/nupXTDt3yT,798938
1,RT @SikanderFayyaz: Pakistan is one of the most water starved countries on earth. We r also among most affected by global warming. Agricult…,714602
-1,Brand new elite whistleblower smashes global warming science https://t.co/2DH9mvGKJw,280310
1,JIRS conducted a seminar on global warming for creating environmental awareness among the student. - https://t.co/IRGiC0Klul,784245
1,RT @gserratomarks: Trump's worst nightmare: a Mexican-American woman scientist (funded by NSF) studying climate change in Mexico. Read…,507562
2,Michael Bloomberg wrote a thing:  How to make a profit from defeating climate change https://t.co/O6td1li4vO,962919
0,"But big questions remain on #Trump foreign policy, climate change agreement, wall with Mexico, Iran Deal, NATO, IraÃ¢â‚¬Â¦ https://t.co/1ZVsoOuiaI",106312
0,RT @WarrenHolstein: Killing a hibernating bear is more dangerous than ya think if it's thrashing during a climate change nightmare about th…,446507
1,RT @TIME: See what happens to your city if we don't stop climate change https://t.co/KF2UfCTn9V,929849
2,"Bangladesh is particularly vulnerable to climate change, but its people aren't helpless victims, finds Joseph Hanlo… https://t.co/Sn0UFjD83E",612851
1,Harry is advocating for the dangers of global warming every single day,479889
2,"RT @postpolitics: State Department’s proposed 28 percent cuts hit foreign aid, U.N. and climate change
https://t.co/YQYTt2l6pE",161722
-1,"RT @portereduardo: Geo-engineering will have its day. To combat global warming, we are going to end up trying to block the sun. https://t.…",906208
1,"it's going to be ok except for americans who will lose obama care, and jobs and probably climate change action, otherwise....",487912
2,RT @PlanetGreen: There is something that is happy about climate change: invasive plants https://t.co/FjIv7bEFaG,318119
1,RT @ThomCincotta: @Impolitics @LoriJSchaffer   Precisely.  All climate change data is 'fake news' in Trump land. Hate crimes also fall unde…,23180
2,Kids now have the right to sue the government over climate change https://t.co/jGr5PPXoxg via @scifri,257068
2,Could tax on workplace parking spaces help tackle climate change? https://t.co/IQtKu6FY3V,405281
1,"Unpresidential, Un-good for the planet, Unbelieving in climate change, Trump. Is that what you mean @EnricoCoiera?… https://t.co/hotv3hRhaZ",832221
1,"RT @cybersygh: Given that animal agriculture is the leading cause of climate change, adopting a vegan diet is the most practical course, ifÃ¢â‚¬Â¦",573476
1,"If you don't believe climate change exists, you're just another person to add into my book of unintelligent imbeciles.",749795
1,"RT @MikeLevinCA: Today, I asked my Rep @DarrellIssa a question about climate change. Please join me to take our country back!…",67194
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦,606195
0,"RT @mathematicsprof: Interesting how people brag about being ignorant about math, but ask the same person about global warming and they're…",413674
1,RT @nytimes: Opinion: Trump is in charge at a critical moment for keeping climate change in check. We may never recover. https://t.co/EYSsp…,247435
0,@sherington1 @sueintruckee4 Ha! That's why it's called extreme climate change.😝 G'nite Steph💚,945722
0,"Aside from climate change, the other thing none of the debates talked about was how to execute whoever invented slideshow articles.",233468
2,Here's what President Trump's executive order on climate change means for the world https://t.co/nGS4c9viFV by #CNN… https://t.co/ixuo0RnHOx,469559
2,RT @jimsarty: Rex Murphy: Curb your climate change enthusiasm https://t.co/Gat366oBBM via @fullcomment,687105
1,RT @Slate: China very kindly explains to Trump that it didnÃ¢â‚¬â„¢t invent climate change as a hoax: https://t.co/wqQuPCgbeH https://t.co/2bFJ4wLÃ¢â‚¬Â¦,550436
1,RT @SenSanders: If we don't address climate change there'll be more conflict over limited resources. We must listen to scientists not fossiÃ¢â‚¬Â¦,272801
1,RT @ishaantharoor: A simple fact that can't be overstated: In no other country in the world is climate change the subject of partisan debat…,837659
-1,"@kylegriffin1 Wow, maybe man-made (Trump-made) climate change IS real. One stroke of his pen and now all of the snowflakes are in meltdown!",674554
2,King County among U.S. hotbeds of belief in global warming | FYI Guy https://t.co/iJ3wEyTMVK #data #global #news,883731
1,"@ladydebidebz1 @MyJRA it does. And we're about to get another one soon, I hear.

But hey, climate change is hoax, right? Right. Lulz",651746
-1,RT @mchastain81: Why is Whitehouse asking Sessions about climate change? Going to arrest Mother Nature?!,134174
1,RT @4589roger: One of the most famous global warming scientists says #climate change is becoming more extreme https://t.co/eoAtrb3sRQ,913768
-1,"@WootenWyatt @ABCPolitics Do you have proof that human activity is the primary cause of climate change? If so, present it.",482214
1,I clicked to stop global warming @Care2: https://t.co/vz5YIc8Ik8,757336
1,RT @MattBors: Florida. Half the state's going to disappear in ten years due to global warming. They're going for the guy who says it's a ChÃ¢â‚¬Â¦,418284
1,RT @brhodes: No other major political party in the entire world denies the existence and existential threat of climate change. https://t.co…,99179
1,"RT @nytimes: Opinion: 'You’re in trouble when ... Beijing, where birds go to die, replaces you as a leader on climate change' https://t.co/…",463091
2,EPA chief: Carbon dioxide not 'primary contributor' to climate change https://t.co/Yo0ZS4vnyQ #casino #NV #LV,599497
2,"RT @WSJPolitics: Rex Tillerson used the alias 'Wayne Tracker' at Exxon to discuss climate change, New York attorney general says https://t…",213730
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,21401
1,RT @Aiannucci: The US elected Trump but the rest of the world didn't.So what do we do if US policies ( e.g. climate change) threaten the reÃ¢â‚¬Â¦,532773
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,683483
2,U.S. affirms commitment to Arctic climate change research https://t.co/BenIP0Frlp https://t.co/UZWcwU19E2,576305
1,happy november the high temperature is still in the 80s global warming is real and the natural progression of time means nothing,166868
2,"RT @vicenews: Exxon spent millions denying climate change, knowing all along it was real https://t.co/72wlgoLGh6 https://t.co/Iw2WmZU4ZH",620516
-1,1 way 2 get these morons 2 stop protesting tell em the fires they r starting is contributing 2 climate change. watch them scatter #trumpriot,681769
2,RT @motherboard: The new White House website contains no mention of climate change https://t.co/PBC6ttsYqz https://t.co/v9wufIJMYV,448161
1,RT @jessicakinneyy: global warming is real https://t.co/TyI8Te9OzN,228713
-1,"RT @JunkScience: Can you trust the guy offering $25,000 for proof global warming is real? https://t.co/i8TrAoCsOK https://t.co/yvkRss0E7g",822083
2,California lawmakers extend landmark climate change law https://t.co/6NpIhlU5gt,781632
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by 2008 due to climate change are concerned about 'fakeÃ¢â‚¬Â¦,423430
1,Lynne Featherstone talking about the threat posed to us all by climate change. https://t.co/q89isjXld9,751492
1,@LeoDiCaprio @KTVZ when are you going to stop being a whiny dumbass and actually start doing something about climate change. Trees use CO2!,564764
2,RT @WaterWired: In @physorg_com New report summarizes how climate change is affecting water cycle in Germany https://t.co/U3WulvpJN8 (tnx @…,208016
2,RT @politico: Trump adviser compares climate change research to belief Earth is flat https://t.co/6XNdICaL1J https://t.co/dHIrtnhH8R,476621
1,"RT @Kris_Sacrebleu: This *almost* negates his good deeds

bad @BillGates 

...denying climate change could innovate the fuck outta the… ",451967
1,"RT @michikokakutani: Scientists' nightmare: Trump’s budget cuts at least $7 billion for research on climate change, diseases &amp; energy. http…",790499
1,RT @jenditchburn: So Scheer is already ruling out an open party discussion on carbon taxes as a policy option on climate change action.,227463
-1,RT @Protonice: @trudeau You could be the greatest PM in history if you acknowledged that global warming / climate change is the biggest scaÃ¢â‚¬Â¦,275649
0,@FrankConniff &amp; Ralph Nader sure helped President Gore keep the Iraq war from happening &amp; got us a 16 year fighting start on global warming.,674357
1,Actually that would do more to eradicate global warming. https://t.co/ttbvIT1M5c,236063
1,"Retweeted CECHR (@CECHR_UoD):

Living Planet Lunchtime Listen
How are the Inuit coping with climate change?... https://t.co/dhVggku8sJ",669398
1,"RT @JonRiley7: Trump &amp; his climate change denying EPA nominee Scott Pruitt just want to protect the little guys, like asbestos man… ",389073
1,"RT @robdromb: Toomey opposes Abortion, Gay Marriage, pro-business, anti-consumer, anti-worker, anti-poor, denies climate change.

VOTE @KatÃ¢â‚¬Â¦",122217
0,@darehgregorian @maggieNYT @realDonaldTrump @cam_joseph This is part of #Trump climate change hoax right?,372234
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,373570
1,RT @climatehawk1: The single shining hope to stop #climate change: @MichaelEMann @TIME https://t.co/bq9kKukgHk #globalwarming…,148915
1,RT @GavinBade: File this one under 'climate change is not primarily an 'engineering problem'' https://t.co/G0MRj5Frc6,384115
-1,Don't be silly. Bears aren't dumb enough to believe in climate change. https://t.co/Pln9vBcaVC,403548
1,RT @c40cities: #Auckland Council unveils plan to combat climate change: https://t.co/dbZjaHQsvt #Cities4Climate https://t.co/hMG8mr8ohu,856217
-1,RT @realDonaldTrump: The global warming we should be worried about is the global warming caused by NUCLEAR WEAPONS in the hands of crazy orÃ¢â‚¬Â¦,728645
1,"@AnnCoulter
climate change deniers at the top are awfully chummy with big oil and coal though
surely that's just a coincidence though
��",237146
1,November 2014 and now February 2017 tornadoes have hit Illinois.  ILLINOIS!!!  Still think global warming is a hoax?!? #ilwx,806238
2,BBC News - Badlands on Twitter: US park climate change tweets deleted https://t.co/CUQuUOeUhJ,153785
1,RT @SenSanders: We have a president-elect who doesnÃ¢â‚¬â„¢t believe in climate change. ThatÃ¢â‚¬â„¢s frightening for this country and the world.,293389
2,RT @csmonitor: Could mutant plants save us from global warming? https://t.co/zg6AIKUUFp,969025
2,RT UnescoIHE: RT henkovink: Record-breaking climate change pushes world into ‘uncharted territory’ https://t.co/2I5CDNztyy guardianeco UNF…,657186
2,South Dakota national park tweets facts about climate change amid EPA blackout https://t.co/caaQCASKOs via @BostonGlobe,833638
1,"RT @RobloxBongRips4: 2010-2017, so sad to see what climate change has done to the Grand Canyon �� https://t.co/aDMUpENeix",920493
0,How is climate change effecting the military? Sharon Burke poses the question on @4corners #ujelp17 #4corners,416170
1,"Nice to know climate change deniers have place in the WH, especially the ones who even fail to see the incremental increases. @JunkScience.",681701
1,"We've BEEN recycling, cutting meat out, doing all we can for our planet but you havea man who denies climate change in power. WHAT DO U MEAN",325269
2,"#Breaking South, southeast face Europe's most adverse climate change impact - agency Read More : https://t.co/dpiKwUUQFg",735244
2,RT @MorningClimate: California's governor vows to hold strong on climate change policies - https://t.co/P712zahl1d,914096
0,RT @planitpres: Are you prepared for climate change? asks George Pepler Award winner Isobel Brunn-Kiaer in her blog: https://t.co/2StuW9kHxN,629052
1,My favorite thing is when people act like they know more about climate change than scientists who've dedicated their lives studying it,653521
2,RT @Seeker: The Obama Administration's page on climate change has officially been deleted. https://t.co/KWaUWxePmm,833079
2,"Climate talks: 'Save us' from global warming, US urged https://t.co/0ViEmXkziI #TrumpTransition #PresidentElectTrump #MAGA",271925
1,"RT @SenSanders: On virtually every major issue Ã¢â‚¬â€ raising the minimum wage, climate change, pay equity for women Ã¢â‚¬â€ we are the majority",418991
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,969161
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",117529
0,"RT @voltrontext: bi lance: omg why is everyone so hot??
ace pidge: global warming",625784
-1,"The HORROR! Chelsea Clinton blames diabetes on climate change, gets fact-checked HARD https://t.co/70QmfMQAe2 via @twitchyteam",973420
1,"RT @ajplus: With no climate change leadership in the White House, can entrepreneurs and green energy companies redeem the U.S.? https://t.c…",263169
2,RT @theecoheroes: Climate change study in Canada's Hudson Bay thwarted by climate change #environment #climatechange https://t.co/ddj6IFLN…,203509
-1,RT @crazyeasypig: @latimes @latimesopinion Doesnt the climate change 4 times a year??,720366
1,@pmbillenglish Proud of environmental damage and profound ignorance of @NZNationalParty about global warming. Bottl… https://t.co/2x1NFBROin,828529
1,RT @WeAreVeganuary: 'Fake meat and clever concrete: the best US climate change innovations' https://t.co/snsxGsJjiB @ImpossibleFoods #clima…,127803
1,Global climate change is a serious problem which needs to be addressed now! #climatechange #globalwarming,945328
1,"RT @ParantoKristine: So proud of Leo Decapriro hard work on climate change, I believe it's part of his destiny, I believe we're in a criÃ¢â‚¬Â¦",248373
-1,They changed it from global warming to climate change because the warming stoped. Lol https://t.co/fx8k1fSDkQ,701237
1,RT @a35362: Opinion | Harvey should be the turning point in fighting climate change https://t.co/LRhvWp4jNm https://t.co/vyh4n7Pvqa,822267
1,RT @mehdirhasan: Says guy who claimed climate change was a Chinese hoax. Lucky us! https://t.co/Ew4yH5mk7f,272258
2,Trump set to undo Obama’s action against global warming https://t.co/9q5FZ81RTg https://t.co/UJrOT5EXnf,221962
2,RT @motherboard: The new climate change evangelists are...conservatives?! https://t.co/Ar64t2XB9c https://t.co/XXELJ4TkHE,489542
-1,RT @WSCP1: U.S. &amp; Europe tried to get climate scientists to downplay lack of global warming over last 15 years https://t.co/AWaEHPeKJ5 #tcoÃ¢â‚¬Â¦,896997
1,"RT @hemantmehta: Don't worry, everyone. When President Trump does nothing about climate change, Florida will be the first to go.",855281
1,"RT @Jamienzherald: Celebrities, scientists, doctors, businesspeople join new NZ push for action on climate change #ClimateDeclaration https…",420051
1,"RT @LeoDiCaprio: Want to stop climate change, @UWM? See #BeforeTheFlood at your University #BeforeYouVote. 
https://t.co/ubMubJMbkv",900786
1,"RT @ProPublica: The deleted line: “Global climate change drives sea-level rise, increasing the frequency of coastal flooding.”

https://t.c…",511355
2,RT @WorldfNature: Using technology to fight climate change - BetaNews https://t.co/QXdKrYs6bN https://t.co/wUDt8iWAGE,110969
1,"We can fix climate change, but only if we refuse to abandon hope | Zoe Williams https://t.co/UGrMaUkz9p",291117
2,Forests key to mitigating climate change  https://t.co/SrsIoXai1Y,751434
-1,"RT @PMgeezer: 'How the global warming fraud will collapse'
#Jan20 @SteveSGoddard  https://t.co/CUKK2sMVY8",140454
0,RT @_wintergirl93: Is he taking a pic of her fighting climate change? https://t.co/B7FuPEERgz,780824
1,"9 ways global warming is affecting daily life: Lakes disappearing, drinking water supply at risk https://t.co/TPK7Di859X via @EnvDefenseFund",358412
1,".@JulieForBurnley Congrats on being elected. Please don't let the #DUPdeal turn back the clock on abortion, gay rights or climate change.",511699
2,GroundUp: Landmark court ruling on climate change | Daily Maverick https://t.co/lNonrDHAL1 https://t.co/Qa9e5ZhBG7,342322
0,i'm convinced that fake 'blonde' girls with stick thin // obvs straightened hair is the reason climate change is real.,305592
2,Agriculture and overuse greater threats to wildlife than climate change – study https://t.co/7AkISxqWkm,797072
0,RT @UberFacts: It's theorized that the Akkadian empire—Mesopotamia’s first unifying civilization—was undone by climate change that created…,70837
1,"RT @kelkulus: Irony: Florida, a state in danger of being washed away due to rising sea levels, just elected a guy who denies climate changeÃ¢â‚¬Â¦",80843
1,"@MerrillLynched @EllenMorris1222 @zoobadger @howardfineman He's just making clear what he's going to ignore, climate change, judicial system",941478
1,RT @jpbrammer: I believe in climate change and I don't even believe in myself,972432
2,"From ocean conservation to tackling climate change, @richardbranson’s highlights of the Obama years… https://t.co/pHoh0idU9i",950362
2,"RT @thinkprogress: Activists march to Trump hotel, urge president to ‘wake up’ to climate change https://t.co/3pDZxZ6YIT https://t.co/DiEdP…",154857
-1,RT @tan123: 'just some points to bring in to question the militant orthodoxy of the current climate change universe' https://t.co/7EHFteZgrK,36041
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,504402
-1,"RT @DBloom451: EPA chief Pruitt rightly points out carbon dioxide is not primary contributor to global warming... THE☀️SUN is.
https://t.co…",977109
0,@MissMollyMoore Admit he's wrong about climate change? Be honest in general and stop trying to fleece the public?,758029
1,Told you the military recognized how important climate change is. https://t.co/w57nbFalaq,76681
-1,@realDonaldTrump Don't tread on climate change. It has always been a hoax. The reason why this stupidity came into… https://t.co/YjJIw7JWO9,69167
2,Trump planning to withdraw US from climate change deal Ã¢â‚¬â€œ Source #AfyaHouseProbe https://t.co/VReIsPq0KHÃ¢â‚¬â€œ-Source/4534.html,402346
1,RT @mattyglesias: The lead-addled generation that bequeathed to us the modern GOP’s stance on climate change will not be remembered k…,238822
2,RT @guardian: 19 House Republicans call on their party to do something about climate change | Dana Nuccitelli https://t.co/mXK6NoSDDH,783871
1,@TTrogdon @aravosis Fucking climate change people! Get on board and let's save ourselves and our kids for chrissakes.,16610
-1,@spdustin @AstroPeggy @POTUS @Space_Station Why is against science to dispute a theory like global warming but reli… https://t.co/po57YMxiZn,776445
1,"Global warming is not the term to describe out earth right now. Its climate change. Cold becomes hot, hot becomes cold.",828102
1,RT @washingtonpost: Perspective: Irma and Harvey should kill any doubt that climate change is real https://t.co/sxsv3fhFY9,453409
0,I would like to thank everyone that contributed to climate change.,913383
1,"RT @neighbour_s: While @POTUS Donald Trump dismisses climate change as a 'hoax', Pentagon veterans warn of its impact on global secu…",183050
2,"It's already happening: Hundreds of animals, plants extinct due to climate change https://t.co/85pfhhUXA2 https://t.co/S0sQevkUWa",60711
